0.000915	0.001446	0.002050	0.002677	0.003324	0.003978	0.004649	0.005325	0.006023	0.006725	0.007455	0.008190	0.008959	0.009737	0.010554	0.011383	0.012260	0.013156	0.014106	0.015083	0.016126	0.017205	0.018362	0.019570	0.020874	0.022246	0.023737	0.025323	0.027059	0.028928	0.030992	0.033245	0.035759	0.038549	0.041705	0.045275	0.049387	0.054148	0.059763	0.066461	0.074619	0.084741	0.097645	0.114599	0.137833	0.171605	0.225511	0.328083	0.624799	0.290051	0.199288	0.290051	0.624805	0.328068	0.225477	0.171550	0.137755	0.114501	0.097525	0.084602	0.074457	0.066281	0.059562	0.053930	0.049148	0.045021	0.041430	0.038260	0.035450	0.032924	0.030652	0.028578	0.026690	0.024945	0.023342	0.021843	0.020454	0.019143	0.017921	0.016757	0.015664	0.014616	0.013627	0.012671	0.011764	0.010883	0.010042	0.009221	0.008433	0.007660	0.006914	0.006180	0.005468	0.004766	0.004081	0.003405	0.002745	0.002099	0.001482	0.000937	
0.001446	0.001830	0.002336	0.002906	0.003509	0.004138	0.004784	0.005450	0.006129	0.006828	0.007542	0.008279	0.009033	0.009814	0.010617	0.011454	0.012316	0.013220	0.014156	0.015142	0.016170	0.017259	0.018402	0.019620	0.020909	0.022291	0.023766	0.025362	0.027082	0.028958	0.031004	0.033262	0.035757	0.038546	0.041678	0.045239	0.049317	0.054052	0.059613	0.066252	0.074311	0.084309	0.097025	0.113741	0.136730	0.170740	0.228429	0.354901	0.328797	0.519112	0.419424	0.519112	0.328793	0.354921	0.228422	0.170707	0.136671	0.113659	0.096920	0.084181	0.074162	0.066081	0.059422	0.053841	0.049088	0.044990	0.041412	0.038262	0.035457	0.032945	0.030673	0.028611	0.026721	0.024986	0.023379	0.021890	0.020497	0.019196	0.017969	0.016814	0.015717	0.014678	0.013685	0.012739	0.011829	0.010958	0.010115	0.009305	0.008517	0.007756	0.007014	0.006295	0.005592	0.004908	0.004242	0.003597	0.002977	0.002394	0.001874	0.001482	
0.002044	0.002329	0.002745	0.003242	0.003794	0.004380	0.004997	0.005634	0.006296	0.006974	0.007677	0.008397	0.009144	0.009911	0.010710	0.011532	0.012392	0.013281	0.014215	0.015186	0.016212	0.017285	0.018424	0.019624	0.020906	0.022268	0.023733	0.025302	0.027004	0.028847	0.030864	0.033073	0.035519	0.038235	0.041283	0.044724	0.048651	0.053172	0.058445	0.064665	0.072120	0.081197	0.092474	0.106798	0.125487	0.150546	0.184453	0.225264	0.142676	0.501396	0.478410	0.501397	0.142644	0.225312	0.184475	0.150541	0.125454	0.106740	0.092389	0.081089	0.071988	0.064512	0.058269	0.052977	0.048435	0.044488	0.041029	0.037963	0.035229	0.032768	0.030542	0.028510	0.026652	0.024938	0.023354	0.021878	0.020503	0.019211	0.017998	0.016851	0.015767	0.014734	0.013753	0.012812	0.011914	0.011049	0.010219	0.009416	0.008643	0.007893	0.007168	0.006464	0.005784	0.005125	0.004492	0.003888	0.003323	0.002812	0.002386	0.002092	
0.002656	0.002882	0.003227	0.003660	0.004155	0.004698	0.005275	0.005884	0.006517	0.007177	0.007857	0.008564	0.009292	0.010050	0.010830	0.011646	0.012488	0.013372	0.014289	0.015254	0.016262	0.017328	0.018446	0.019637	0.020896	0.022243	0.023679	0.025228	0.026892	0.028701	0.030666	0.032823	0.035192	0.037821	0.040748	0.044041	0.047764	0.052019	0.056918	0.062623	0.069330	0.077308	0.086893	0.098517	0.112646	0.129563	0.148539	0.165628	0.167121	0.500100	0.494215	0.500100	0.167079	0.165702	0.148590	0.129588	0.112643	0.098486	0.086836	0.077224	0.069222	0.062490	0.056763	0.051841	0.047566	0.043822	0.040511	0.037564	0.034918	0.032531	0.030359	0.028377	0.026554	0.024875	0.023314	0.021864	0.020506	0.019235	0.018035	0.016905	0.015831	0.014814	0.013842	0.012916	0.012027	0.011178	0.010358	0.009572	0.008812	0.008081	0.007373	0.006694	0.006038	0.005412	0.004816	0.004259	0.003750	0.003306	0.002951	0.002722	
0.003277	0.003459	0.003752	0.004129	0.004575	0.005070	0.005611	0.006184	0.006791	0.007421	0.008083	0.008766	0.009480	0.010217	0.010987	0.011782	0.012616	0.013480	0.014388	0.015333	0.016331	0.017374	0.018481	0.019647	0.020889	0.022206	0.023619	0.025128	0.026758	0.028515	0.030427	0.032508	0.034795	0.037310	0.040102	0.043212	0.046705	0.050647	0.055132	0.060262	0.066171	0.073005	0.080925	0.090061	0.100429	0.111705	0.122820	0.131483	0.183455	0.500007	0.498450	0.500007	0.183402	0.131580	0.122899	0.111759	0.100455	0.090060	0.080895	0.072949	0.066089	0.060155	0.055000	0.050492	0.046528	0.043014	0.039884	0.037073	0.034538	0.032235	0.030136	0.028209	0.026436	0.024793	0.023269	0.021844	0.020514	0.019262	0.018085	0.016969	0.015915	0.014910	0.013956	0.013043	0.012172	0.011335	0.010534	0.009762	0.009023	0.008310	0.007628	0.006972	0.006348	0.005755	0.005200	0.004688	0.004231	0.003842	0.003542	0.003353	
0.003891	0.004048	0.004299	0.004633	0.005032	0.005488	0.005988	0.006530	0.007102	0.007710	0.008342	0.009008	0.009697	0.010419	0.011166	0.011949	0.012761	0.013613	0.014499	0.015432	0.016406	0.017436	0.018516	0.019664	0.020875	0.022168	0.023541	0.025017	0.026595	0.028302	0.030143	0.032148	0.034330	0.036726	0.039359	0.042275	0.045512	0.049126	0.053174	0.057726	0.062848	0.068608	0.075046	0.082136	0.089718	0.097375	0.104304	0.109288	0.194659	0.500001	0.499585	0.500001	0.194596	0.109408	0.104408	0.097456	0.089773	0.082164	0.075046	0.068581	0.062794	0.057646	0.053069	0.048997	0.045360	0.042101	0.039164	0.036510	0.034096	0.031894	0.029873	0.028014	0.026294	0.024699	0.023211	0.021824	0.020520	0.019296	0.018139	0.017048	0.016011	0.015028	0.014089	0.013196	0.012340	0.011523	0.010738	0.009989	0.009268	0.008581	0.007921	0.007295	0.006700	0.006143	0.005626	0.005158	0.004745	0.004403	0.004143	0.003986	
0.004507	0.004637	0.004860	0.005155	0.005518	0.005934	0.006401	0.006905	0.007451	0.008027	0.008638	0.009275	0.009946	0.010642	0.011375	0.012133	0.012931	0.013759	0.014631	0.015539	0.016498	0.017500	0.018562	0.019678	0.020865	0.022119	0.023459	0.024885	0.026417	0.028057	0.029829	0.031741	0.033820	0.036079	0.038551	0.041257	0.044235	0.047515	0.051136	0.055130	0.059528	0.064339	0.069539	0.075039	0.080642	0.085998	0.090571	0.093708	0.202643	0.500000	0.499889	0.500000	0.202570	0.093849	0.090700	0.086106	0.080726	0.075097	0.069569	0.064342	0.059503	0.055079	0.051059	0.047413	0.044110	0.041109	0.038381	0.035889	0.033609	0.031512	0.029581	0.027793	0.026136	0.024590	0.023150	0.021797	0.020529	0.019332	0.018205	0.017135	0.016123	0.015158	0.014243	0.013367	0.012533	0.011734	0.010972	0.010242	0.009546	0.008880	0.008250	0.007650	0.007088	0.006563	0.006084	0.005653	0.005281	0.004975	0.004747	0.004609	
0.005107	0.005227	0.005422	0.005691	0.006018	0.006403	0.006833	0.007311	0.007823	0.008374	0.008955	0.009571	0.010215	0.010894	0.011599	0.012342	0.013114	0.013927	0.014772	0.015664	0.016594	0.017577	0.018607	0.019698	0.020847	0.022070	0.023363	0.024746	0.026216	0.027795	0.029484	0.031306	0.033268	0.035393	0.037693	0.040194	0.042911	0.045869	0.049083	0.052568	0.056322	0.060328	0.064532	0.068828	0.073042	0.076904	0.080076	0.082180	0.208554	0.500000	0.499970	0.500000	0.208471	0.082343	0.080227	0.077038	0.073152	0.068915	0.064592	0.060361	0.056328	0.052547	0.049036	0.045797	0.042814	0.040073	0.037550	0.035228	0.033083	0.031102	0.029262	0.027555	0.025961	0.024474	0.023078	0.021771	0.020537	0.019375	0.018274	0.017234	0.016244	0.015306	0.014409	0.013558	0.012743	0.011969	0.011226	0.010521	0.009847	0.009209	0.008602	0.008033	0.007500	0.007009	0.006561	0.006166	0.005826	0.005551	0.005347	0.005229	
0.005708	0.005808	0.005987	0.006227	0.006530	0.006882	0.007286	0.007730	0.008218	0.008738	0.009296	0.009884	0.010508	0.011159	0.011847	0.012562	0.013317	0.014102	0.014930	0.015792	0.016703	0.017654	0.018660	0.019715	0.020834	0.022012	0.023265	0.024591	0.026007	0.027511	0.029123	0.030844	0.032694	0.034676	0.036811	0.039106	0.041577	0.044229	0.047072	0.050101	0.053301	0.056641	0.060056	0.063450	0.066676	0.069548	0.071836	0.073325	0.213084	0.500000	0.499992	0.500000	0.212990	0.073508	0.072010	0.069705	0.066814	0.063564	0.060145	0.056703	0.053337	0.050110	0.047055	0.044187	0.041509	0.039015	0.036697	0.034541	0.032536	0.030668	0.028927	0.027299	0.025776	0.024346	0.023005	0.021739	0.020547	0.019418	0.018352	0.017338	0.016377	0.015461	0.014592	0.013762	0.012973	0.012218	0.011502	0.010818	0.010171	0.009555	0.008978	0.008434	0.007932	0.007469	0.007054	0.006686	0.006376	0.006125	0.005943	0.005835	
0.006288	0.006384	0.006544	0.006767	0.007042	0.007372	0.007745	0.008166	0.008622	0.009120	0.009649	0.010216	0.010811	0.011443	0.012103	0.012801	0.013527	0.014294	0.015092	0.015935	0.016813	0.017741	0.018711	0.019738	0.020814	0.021955	0.023157	0.024434	0.025783	0.027220	0.028744	0.030371	0.032102	0.033950	0.035919	0.038021	0.040256	0.042630	0.045138	0.047768	0.050500	0.053293	0.056091	0.058803	0.061325	0.063512	0.065225	0.066316	0.216654	0.500000	0.499998	0.500000	0.216550	0.066521	0.065419	0.063693	0.061486	0.058944	0.056207	0.053385	0.050566	0.047808	0.045151	0.042618	0.040219	0.037959	0.035835	0.033843	0.031974	0.030222	0.028577	0.027034	0.025581	0.024215	0.022924	0.021708	0.020555	0.019466	0.018431	0.017450	0.016516	0.015630	0.014783	0.013980	0.013212	0.012485	0.011789	0.011132	0.010507	0.009920	0.009366	0.008851	0.008374	0.007941	0.007551	0.007212	0.006924	0.006696	0.006528	0.006435	
